Tytuł,Link,Źródło
Budowa układu kogeneracyjnego opartego o silniki gazowe o mocy ok. 30 MWe/30 MWt w TAURON Ciepło Sp. z o.o. Zakład Wytwarzania Bielsko – Biała Elektrociepłownia Bielsko – Północ EC2,https://swoz.tauron.pl/platform/demand/notice/public/13044808/details,tauron
Opracowanie dokumentacji projektowej wraz z uzyskaniem Pozwolenia na budowę oraz pełnienie nadzoru autorskiego dla budowy gazociągu relacji Mierzęcice - Będzin Łagisza,https://swoz.tauron.pl/platform/demand/notice/public/13044870/details,tauron
Roboty budowlane: Budowa farmy fotowoltaicznej o mocy 1MWp dla Południowego Koncernu Węglowego S.A. - Zakład Górniczy Janina,https://swoz.tauron.pl/platform/demand/notice/public/13045320/details,tauron
185/2024/RZ1 Opracowanie dokumentacji projektowej: Szklarska Poręba - przebudowa L-188 od JGJ18804 do sł. Nr 25 - (KZ JG/001825/18),https://swoz.tauron.pl/platform/demand/notice/public/13045077/details,tauron
Dostawa – modernizacja wraz z remontem elementów układu hydraulicznego sekcji obudowy zmechanizowanej JZR-18/37 POz i FAZOS-20/40 POz dla Południowego Koncernu Węglowego S.A. - Zakład Górniczy Sobieski,https://swoz.tauron.pl/platform/demand/notice/public/13045161/details,tauron
Budowa stacji SN/nN LGL25713 w Lisowicach oraz modernizacja linii L-255 - 130/2024/RZ2,https://swoz.tauron.pl/platform/demand/notice/public/13045721/details,tauron
Wybrane pozycje planu postępowań o udzielanie zamówień na rok 2024 TAURON Wytwarzanie S.A. - usługi i roboty budowlane,https://swoz.tauron.pl/platform/demand/notice/public/13031600/details,tauron
Okresowe ogłoszenie informacyjne o planowanych zamówieniach publicznych TAURON Wytwarzanie S.A. - usługi,https://swoz.tauron.pl/platform/demand/notice/public/13031960/details,tauron
"Zapytanie o informacje - rozeznanie rynku pn. „Opracowanie dokumentacji projektowo - kosztorysowej wraz z uzyskaniem niezbędnych, wymaganych prawem decyzji administracyjnych do wykonania prac wynikających z „Ekspertyzy technicznej z zakresu ochrony przeciwpożarowej dla budynku biurowego TAURON Sprzedaż sp. z o.o. zlokalizowanego przy ul. Łagiewnickiej 60 w Krakowie”",https://swoz.tauron.pl/platform/demand/notice/public/13045359/details,tauron
„Budowa linii kablowej 15 kV relacji SE 110/15 kV Krościenko – stacja transformatorowa KRT6738 Krościenko „Cepelia” w miejscowości Krościenko nad Dunajcem” tryb: ZAPROJEKTUJ,https://swoz.tauron.pl/platform/demand/notice/public/13045734/details,tauron
",,Przyłączenie do sieci dystrybucyjnej: Budowa przyłącza kablowego nN wraz ze złączem nN na obszarze Kraków Podgórze Wschód-Zachód: ul. gen. Antoniego Szylinga, Nowickiego, 8 Pułku Ułanów, ks. Trockiego – SS34/24‘’ tryb: ZAPROJEKTUJ-WYBUDUJ",https://swoz.tauron.pl/platform/demand/notice/public/13045752/details,tauron
Zawarcie umowy ramowej na dostawę komponentów do budowy instalacji grzewczych zasilanych pompami ciepła powietrze-woda u Klientów wskazanych przez TAURON,https://swoz.tauron.pl/platform/demand/notice/public/13045496/details,tauron
Usługa przywrócenia do sprawności systemu monitoringu wizyjnego stanowiska odpadów dla Południowego Koncernu Węglowego S.A. – Zakład Górniczy Sobieski,https://swoz.tauron.pl/platform/demand/notice/public/13045603/details,tauron
"Pełnienie funkcji inspektora nadzoru inwestorskiego w związku z realizacją robót budowlanych dla budowy/przebudowy sieci i urządzeń elektroenergetycznych SN i nN na terenie obszaru Rybnik, Żory, Powiaty: Rybnicki i Raciborski",https://swoz.tauron.pl/platform/demand/notice/public/13045736/details,tauron
„Opracowanie koncepcji technicznej i założeń do modelu ekonomicznego oraz Karty Informacyjnej Przedsięwzięcia polegającego na budowie stacji tankowania wodoru w 4 lokalizacjach w województwie śląskim zgodnie z wymaganiami AFIR i CEF”,https://swoz.tauron.pl/platform/demand/notice/public/13045464/details,tauron
Badanie rynku_Usługa wykrywania i likwidacji nielegalnego poboru energii elektrycznej na terenie działania TAURON Dystrybucja Pomiary sp. z o.o.,https://swoz.tauron.pl/platform/demand/notice/public/13045490/details,tauron
Dobudowa pól WN w rozdzielni 110 kV stacji elektroenergetycznej 110/15 kV Skawina Huta tryb zaprojektuj i wybuduj,https://swoz.tauron.pl/platform/demand/notice/public/13045565/details,tauron
Modernizacja części budowlanej i elektrycznej stacji transformatorowych w TAURON Dystrybucja S.A. Oddział w Legnicy - część I - 129/2024/RZ2,https://swoz.tauron.pl/platform/demand/notice/public/13045712/details,tauron
Zadanie 1. Budowa stacji transformatorowej dla zasilania zespołu budynków jednorodzinnych w Mysłowicach przy ul. Kochanowskiego Zadanie 1.1 - Część oświetleniowa TNT,https://swoz.tauron.pl/platform/demand/notice/public/13045710/details,tauron
„Usługi w zakresie napraw i obsługi serwisowej niegwarancyjnej ciągników podwieszanych spalinowych typu DLZ 110F oraz ciągników manewrowych typu DMZ 50F – RC produkcji FERRIT dla Południowego Koncernu Węglowego S.A. – Zakład Górniczy Sobieski i Zakład Górniczy Brzeszcze”,https://swoz.tauron.pl/platform/demand/notice/public/13045718/details,tauron
ROBOTY ROZBIÓRKOWE BUDYNKU SPRĘŻARKOWNI STACJI ENERGETYCZNEJ 400/110kV CZARNA W m. CZERNIEC gm. LUBIN WRAZ Z OBSŁUGĄ GEODEZYJNĄ W ZAKRESIE WYKREŚLENIA OBIEKTU Z MAP GEODEZYJNYCH DZIAŁKI,https://swoz.tauron.pl/platform/demand/notice/public/13045759/details,tauron
Usługa wykonania remontu przejazdów i rozjazdów dla Południowego Koncernu Węglowego S.A. - ZG Janina i ZG Brzeszcze,https://swoz.tauron.pl/platform/demand/notice/public/13045761/details,tauron
Budowa linii kablowej SN i rozbiórka linii napowietrznej SN wraz z przebudową stacji transformatorowych CZZ30503 i CZZ30363 w miejscowości Lubliniec.,https://swoz.tauron.pl/platform/demand/notice/public/13045816/details,tauron
Przebudowa sieci kablowej 15kV w Elektrociepłowni Cieszyn,https://swoz.tauron.pl/platform/demand/notice/public/13045691/details,tauron
Budowa węzła sieciowego SN/nN w miejscowości Radzikowice (gm. Nysa) wraz z likwidacją rozdzielni sieciowej 15 kV RS Radzikowice - RZ03/BK/52/2024,https://swoz.tauron.pl/platform/demand/notice/public/13045786/details,tauron
"Usługi w zakresie eksploatacji urządzeń, sieci i instalacji ciepłowniczych, wodno-kanalizacyjnych, wentylacyjnych dla Południowego Koncernu Węglowego S.A. - Zakład Górniczy Sobieski i Zakład Górniczy Janina",https://swoz.tauron.pl/platform/demand/notice/public/13045373/details,tauron
Budowa elektroenergetycznej sieci kablowej SN 15 kV polegająca na powiązaniu pomiędzy stacjami nr 81494 Krzywa 04 i nr 81161 Bartne 02 wraz z wymianą słupa SN 15 kV oraz budowa złącza kablowego SN 15 kV. Projekt 6 Nowy Sącz – Zadanie 2 (Krzywa - Bartne) w trybie: Wybuduj,https://swoz.tauron.pl/platform/demand/notice/public/13045504/details,tauron
Wykonanie usługi sprzątania obiektów produkcyjnych metodą mechaniczną z wykorzystaniem automatów sprzątających w TAURON Wytwarzanie S.A. - Oddział Elektrownia Nowe Jaworzno.,https://swoz.tauron.pl/platform/demand/notice/public/13045637/details,tauron
"Wykonanie kosztorysu inwestorskiego wraz z przedmiarem robót dla zadania pn. ""Budowa jednotorowej linii kablowej 110kV wraz z traktem światłowodowym relacji R-111 Wilcza i R-142 Wieczysta""",https://swoz.tauron.pl/platform/demand/notice/public/13045709/details,tauron
"Przebudowy odcinka sieci elektrotechnicznej 15 kV GPZ Sucha - Stryszawa, odg. Stryszawa Roztoki w Stryszawie",https://swoz.tauron.pl/platform/demand/notice/public/13045707/details,tauron
",,Przyłączenie do sieci dystrybucyjnej: Budowa przyłącza kablowego nN wraz ze złączem nN na obszarze Kraków Podgórze Wschód-Zachód: Kraków ul. Na Wrzosach 51– SS40/24‘’ tryb: ZAPROJEKTUJ-WYBUDUJ",https://swoz.tauron.pl/platform/demand/notice/public/13045700/details,tauron
Świadczenie usług w zakresie napraw i serwisowania rozdzielnic SN produkcji Elektrobudowy dla TAURON Dystrybucja Oddział Gliwice dla Regionu WN.,https://swoz.tauron.pl/platform/demand/notice/public/13045647/details,tauron
Usługa wsparcia technicznego (Maintenance) licencji BricsCAD dla Południowego Koncernu Węglowego S.A.,https://swoz.tauron.pl/platform/demand/notice/public/13045615/details,tauron
",,Przyłączenie do sieci dystrybucyjnej: Budowa przyłącza kablowego nN wraz ze złączem nN na obszarze Kraków Podgórze Wschód-Zachód: ul. Podłęska, dz. nr 146/6,146/9– SS32/24‘’ tryb: ZAPROJEKTUJ-WYBUDUJ",https://swoz.tauron.pl/platform/demand/notice/public/13045482/details,tauron
",,Przyłączenie do sieci dystrybucyjnej: Budowa przyłącza kablowego nN wraz ze złączem nN na obszarze Kraków Podgórze Wschód-Zachód: ul. Adama Bochenka dz. nr 518/2 – SS35/24‘’",https://swoz.tauron.pl/platform/demand/notice/public/13045699/details,tauron
"Usługa na bieżące utrzymanie, konserwację oraz naprawę urządzeń sterowania ruchem kolejowym na bocznicach dla Południowego Koncernu Węglowego S.A. - ZG Sobieski",https://swoz.tauron.pl/platform/demand/notice/public/13045806/details,tauron
"Przebudowa wyprowadzeń linii średniego napięcia 15kV z SE 110/SN Łososina: ciągi: LSS-Limanowa Płn, LSS Mordarka: tryb Wybuduj",https://swoz.tauron.pl/platform/demand/notice/public/13045383/details,tauron
Usługa wykonania remontu okresowego wentylatorów głównych WPK – 3.3 przy szybie „Leopold” - ZG Sobieski wraz z remontem średnim silników dla Południowego Koncernu Węglowego SA,https://swoz.tauron.pl/platform/demand/notice/public/13045640/details,tauron
Świadczenie usług w zakresie napraw i serwisowania urządzeń prod. ZPUE.,https://swoz.tauron.pl/platform/demand/notice/public/13045646/details,tauron
"Rozbudowa rozdzielni 110 kV w stacji elektroenergetycznej 110/15 kV GPZ Grodków, w celu przyłączenia Magazynu Energii Stary Grodków, wraz z opracowaniem dokumentacji techniczno-prawnej - RZ03/APK/45/2024",https://swoz.tauron.pl/platform/demand/notice/public/13045652/details,tauron
"Usługi mobilnymi agregatami prądotwórczymi o mocy 160, 250, 400 i 630kVA na potrzeby TAURON Dystrybucja S.A. Oddział w Gliwicach obszar Regionu SN/nN Rybnik i Regionu SN/nN Jastrzębie",https://swoz.tauron.pl/platform/demand/notice/public/13045671/details,tauron
"Opracowanie dokumentacji projektowej dla zadania pn.: Budowa pola SN dla zasilania Magazynu Energii elektrycznej Mysłowice 1 w miejscowości Mysłowice, ul. Obrzeżna Północna",https://swoz.tauron.pl/platform/demand/notice/public/13045535/details,tauron
Budowa rozdzielni 20kV w SE 220/110kV Bieruń,https://swoz.tauron.pl/platform/demand/notice/public/13045542/details,tauron
194/2024/RZ1 - Opracowanie dokumentacji projektowej: Wojcieszyce – przebudowa linii napowietrznej 20kV L-183 od słupa nr 26 do słupa nr 34 - (KZ JG/002094/24),https://swoz.tauron.pl/platform/demand/notice/public/13045569/details,tauron
Budowa linii zasilających 110 kV dla GPZ Czechowice Zachód,https://swoz.tauron.pl/platform/demand/notice/public/13045322/details,tauron
Opracowanie dokumentacji projektowej dla zadania: ZADANIE 1. Budowa dwutransformatorowej 5 polowej stacji transformatorowej dla zasilania zespołu budynków jednorodzinnych w Bobrownikach przy ul. Wypoczynkowej nr dz. 2239/60 ZADANIE 2. Budowa dwutransformatorowej 5 polowej stacji transformatorowej dla zasilania zespołu budynków jednorodzinnych w Bobrownikach przy ul. Piłkarskiej nr dz. 2239/60,https://swoz.tauron.pl/platform/demand/notice/public/13045502/details,tauron
Usługi czyszczeniowe służące zapewnieniu ciągłości transportu paliwa produkcyjnego w TAURON Wytwarzanie Spółka Akcyjna Oddział Elektrownia Łaziska.,https://swoz.tauron.pl/platform/demand/notice/public/13045571/details,tauron
Opracowanie studium wykonalności dla budowy dwutorowej linii napowietrznej 110 kV relacji R-3 Pasikurowice - R-101 Walecznych,https://swoz.tauron.pl/platform/demand/notice/public/13045554/details,tauron
„Wykonanie powiązania linii SN „Zarabie” w rejonie stacji transformatorowej SN/nN nr 3567 i stacji transformatorowej SN/nN nr 3564 dla poprawy niezawodności ciągów liniowych na terenie Regionu Podgórze” w trybie: Wybuduj,https://swoz.tauron.pl/platform/demand/notice/public/13045325/details,tauron
AMIPlus: Zabudowa szafek dla układów pomiarowych kontrolno-bilansowych w stacjach transformatorowych SN/nN na terenie działania Oddziału we Wrocławiu TAURON Dystrybucja SA,https://swoz.tauron.pl/platform/demand/notice/public/13045366/details,tauron
"Serwis, przegląd, konserwacja oraz naprawa napędów do drzwi przesuwnych w TAURON Wytwarzanie S.A. w Jaworznie, ul. Promienna 51 - Stały serwis drzwi automatycznych zainstalowanych w budynku A i B na terenie Centrali Spółki",https://swoz.tauron.pl/platform/demand/notice/public/13045729/details,tauron
Usługi wykonania Projektu budowlanego stacji pozyskiwania azotu z powietrza atmosferycznego dla Południowego Koncernu Węglowego S.A. – ZG Brzeszcze,https://swoz.tauron.pl/platform/demand/notice/public/13045711/details,tauron
Usługa wywozu osadu oraz odpadu skratek z oczyszczalni ścieków rejon Piłsudski dla Południowego Koncernu Węglowego S.A. – ZG Sobieski,https://swoz.tauron.pl/platform/demand/notice/public/13045756/details,tauron
„Opracowanie dokumentacji projektowej i terenowo-prawnej dla budowy linii 110kV relacji: „Odczep z linii 110kV Libiąż – Dwory do stacji 110/6kV JANINA” oraz realizacja na jej podstawie robót budowlanych”,https://swoz.tauron.pl/platform/demand/notice/public/13045807/details,tauron
„Modernizacja linii napowietrznej SN na terenach leśnych. Przebudowa odcinka linii napowietrznej rel. GPZ Brzezinka – Fawent na linię kablową w Mysłowicach – etap I”,https://swoz.tauron.pl/platform/demand/notice/public/13045533/details,tauron
"RZ4/141/24 Paszków - przebudowa napowietrznej linii nN, obwód X-2 z WBK84117 (PSP 1900257)",https://swoz.tauron.pl/platform/demand/notice/public/13045792/details,tauron
Konserwacja i naprawy urządzeń klimatyzacyjnych i wentylacyjnych w budynkach administracyjnych TAURON Ciepło sp. z o.o.,https://swoz.tauron.pl/platform/demand/notice/public/13045585/details,tauron
"RZ4/145/24 Buków - aktualizacja dokumentacji projektowej i na jej podstawie przebudowa napowietrznych obwodów 0,4 kV X-1, X-2 ze stacji WBW51180 oraz obwodów 0,4 kV X-1, X-2, X-3 ze stacji WBW51181 (PSP 1902243)",https://swoz.tauron.pl/platform/demand/notice/public/13045560/details,tauron
"opracowanie dokumentacji projektowej (technicznej) i terenowo-prawnej dla zadania: „Zasilanie osiedla domów mieszkalnych jednorodzinnych w zabudowie bliźniaczej przy ul. Łąkowej w Będzinie"".",https://swoz.tauron.pl/platform/demand/notice/public/13045532/details,tauron
„Usługa przywrócenia funkcjonalności chodnika wodnego wschodniego oraz przebicia do chodników wodnych na poziomie 740 m dla Południowego Koncernu Węglowego S.A.” - ZG Brzeszcze,https://swoz.tauron.pl/platform/demand/notice/public/13045596/details,tauron
"Dostawa samochodu ciężarowego o d.m.c. min 4,5 t do max 5,5t z napędem 4x4 – furgon z przeznaczeniem pod zabudowę diagnostyczną",https://swoz.tauron.pl/platform/demand/notice/public/13045629/details,tauron
"„Usługa obsługi zbiornika retencyjno-dozującego dla Południowego Koncernu Węglowego S.A. - ZG Brzeszcze”, w trybie uproszczonego przetargu nieograniczonego",https://swoz.tauron.pl/platform/demand/notice/public/13045741/details,tauron
"Wykonywanie bieżących remontów ogólnobudowlanych budynków, budowli i instalacji w TAURON Wytwarzanie Spółka Akcyjna – Oddział Elektrownia Siersza w Trzebini",https://swoz.tauron.pl/platform/demand/notice/public/13045528/details,tauron
"(projektowanie) Przebudowa pola nr 24 w stacji R-199 Kąty Wrocławskie na pole synchroniczne, I-WR-AI-2006030.",https://swoz.tauron.pl/platform/demand/notice/public/13045555/details,tauron
"Zadanie 1 – Budowa linii kablowej ŚN, stacji transformatorowych oraz wymiana przewodów od słupa nr 8 do stacji Bolęcin Wodociągi w ciągu 6kV GPZ Trzebinia – Piła Kościelecka w celu poprawy pewności zasilania oraz zwiększenia możliwości przepustowości ciągu (Gmina Trzebinia). Zadanie 1.1 – Część oświetleniowa TNT.",https://swoz.tauron.pl/platform/demand/notice/public/13045498/details,tauron
",,Przyłączenie do sieci dystrybucyjnej: Budowa przyłącza kablowego nN wraz ze złączem nN na obszarze Kraków Podgórze Wschód-Zachód: ul. Niewodniczańskiego, Studniarskiego, Karpacka, Strumienna, Trybuny Ludów, Na Wrzosach, Tuchowska – SS33/24‘’ tryb: ZAPROJEKTUJ-WYBUDUJ",https://swoz.tauron.pl/platform/demand/notice/public/13045486/details,tauron
"Budowa stacji transformatorowej w miejscowości Cianowice, przebudowa stacji KRK4919 w miejscowości Rzeplin, powiązanie ciągów liniowych SN 15kV w trybie Wybuduj",https://swoz.tauron.pl/platform/demand/notice/public/13045347/details,tauron
"Dostosowanie pola nr 8, 21 oraz pola nr 39 w rozdzielnicy 15 kV w stacji 110/15 kV Błonia tryb zaprojektuj i wybuduj",https://swoz.tauron.pl/platform/demand/notice/public/13045318/details,tauron
Serwis budowlany na obiektach i budynkach w TAURON Wytwarzanie S.A. – Oddział Elektrownia Stalowa Wola,https://swoz.tauron.pl/platform/demand/notice/public/13045704/details,tauron
Usługa odbioru odpadów o kodzie 17 09 04 przez PSZOK dla Południowego Koncernu Węglowego S.A. - ZG Brzeszcze,https://swoz.tauron.pl/platform/demand/notice/public/13045648/details,tauron
"Usługa wykonania ekspertyzy w zakresie doboru technologii bezpiecznego prowadzenia robót podczas drążenia Diagonali 2 badawczej J, partia „Dąb-Wschód”, poziom 500m, w strefie uskokowej, w aspekcie napotkanych warunków górniczo-geologicznych wraz z określeniem możliwości jej wykorzystania dla udostępnienia złoża Dąb za pomocą Pochylni wentylacyjno-taśmowej J dla Południowego Koncernu Węglowego S.A. - ZG Sobieski",https://swoz.tauron.pl/platform/demand/notice/public/13045641/details,tauron
Usługa przeglądu serwisowego oraz napraw dystrybutorów wody w stacjach uzdatniania wody wraz z badaniem bakteriologicznym i fizykochemicznym wody dla Południowego Koncernu Węglowego S.A. – ZG Brzeszcze,https://swoz.tauron.pl/platform/demand/notice/public/13045690/details,tauron
"Usługa prenumeraty prasy codziennej – dzienników, tygodników, czasopism oraz wydawnictw specjalistycznych dla Południowego Koncernu Węglowego S.A. - Centrum",https://swoz.tauron.pl/platform/demand/notice/public/13045681/details,tauron
Opracowanie dokumentacji projektowej oraz realizacja budowy: Budowa kontenerowej stacji transformatorowej dla zasilania budynku użyteczności publicznej w Zawierciu przy ul. Inwestycyjnej.,https://swoz.tauron.pl/platform/demand/notice/public/13045503/details,tauron
"Badanie rynku - Świadczenie usług konserwacyjnych i serwisowych dźwigów osobowych, towarowych i towarowo – osobowych w TAURON Wytwarzanie Spółka Akcyjna – Oddziały: Elektrownia Jaworzno III i II, Łaziska, Łagisza, Siersza i Nowe Jaworzno",https://swoz.tauron.pl/platform/demand/notice/public/13045524/details,tauron
"RZ4/142/24 Młynów - budowa dwóch napowietrznych stacji transformatorowych 20/0,4kV, sieci kablowej SN oraz nN oraz napowietrznej sieci nN (PSP 2000577)",https://swoz.tauron.pl/platform/demand/notice/public/13045523/details,tauron
Usługa remontu podszybia na poziomie 640 szybu Andrzej V dla Południowego Koncernu Węglowego S.A. - ZG Brzeszcze,https://swoz.tauron.pl/platform/demand/notice/public/13045008/details,tauron
Zator Kongresowa [BBW30315] – przebudowa stacji transformatorowej na prefabrykowaną ST o nazwie Zator 26-go Stycznia nr BBW31619 wraz z powiązaniem z siecią SN i nN oraz wymiana linii kablowej SN od projektowanego słupa BBW002661 do mufy na działce 179/1- projekt budowlano-wykonawczy,https://swoz.tauron.pl/platform/demand/notice/public/13045732/details,tauron
"Opracowanie dokumentacji projektowej budowy stacji transformatorowej raz z liniami kablowymi nN i SN oraz złączem kablowym w Piasku, ul. Studzienicka",https://swoz.tauron.pl/platform/demand/notice/public/13045765/details,tauron
"Aktualizacja uzgodnień i wykonanie robót budowalnych zgodnie z dokumentacją pn. ""Przebudowa linii napowietrznej 20kV Tworóg z GPZ Pyskowice (od stacji P535 do słupa 14721) - gmina Tworóg Połomia, ul. Pyskowicka.""",https://swoz.tauron.pl/platform/demand/notice/public/13045494/details,tauron
Opracowanie dokumentacji projektowej dla potrzeb budowy stacji transformatorowej wraz z linią SN i nN oraz siecią oświetlenia ulicznego - Wodzisław Śląski ul. Strażacka,https://swoz.tauron.pl/platform/demand/notice/public/13045561/details,tauron
Wykonanie dokumentacji projektowej wraz z uzyskaniem Pozwolenia na Budowę i budowa pola 110kV w stacji 110/20kV GPZ R-186 Oława na terenie oddziału TAURON Dystrybucji S.A. Oddział we Wrocławiu celem przyłączenia farmy wiatrowej „PSARY 1”,https://swoz.tauron.pl/platform/demand/notice/public/13045754/details,tauron
Sprzedaż majątku Spółki Usługi Grupa Tauron Sp. z o.o. - BLACK FRIDAY IN UGT! Ceny w dół na MAXA!,https://swoz.tauron.pl/platform/demand/notice/public/13045801/details,tauron
"Budowa stacji transformatorowej 15/0,4kV oraz linii SN i nN dla poprawy parametrów JEE w miejscowości Kornatka w trybie Wybuduj",https://swoz.tauron.pl/platform/demand/notice/public/13045204/details,tauron
",,Przyłączenie do sieci dystrybucyjnej: Budowa przyłącza kablowego nN wraz ze złączem nN na obszarze Kraków Podgórze Wschód-Zachód: ul. Nazaretańska, Kijanki, Studniarskiego, Kozia – SS27/24‘’ tryb: ZAPROJEKTUJ-WYBUDUJ",https://swoz.tauron.pl/platform/demand/notice/public/13045485/details,tauron
"Przyłączenie do sieci dystrybucyjnej: budowa przyłączy kablowych, napowietrznych nN wraz ze złączem nN w miejscowości: Kraków Podgórze Wschód - Zachód 32, Kraków ul. Rodzinna, ul. Miejscowa, ul. Herbowa, ul. Kosocicka, ul. Szybisko, ul. Osikowa w trybie wybuduj",https://swoz.tauron.pl/platform/demand/notice/public/13045513/details,tauron
"Opracowanie dokumentacji projektowo-kosztorysowej i terenowo-prawnej dla zadania pn.: Budowa nowej stacji kontenerowej 6/0,4kV Wodna 3 oraz przebudowa istniejącej stacji BDT60116 Wodna 1 wraz z powiązaniem sieci SN i nN dla przyłączenia do sieci obiektu handlowo-usługowego w Trzebini przy ul. Emilii Plater.",https://swoz.tauron.pl/platform/demand/notice/public/13045552/details,tauron
"(roboty) Budowa sieci kablowej nN wraz z budową przyłączy nN w miejscowości Środa Śląska dz. nr 48/2, 19/9, 19/10, I-WR-AI-2303480",https://swoz.tauron.pl/platform/demand/notice/public/13045399/details,tauron
Budowa stacji transformatorowej oraz linii kablowej SN i linii kablowych nN do zasilania budynków mieszkalnych przy ul. Grabowej w Jaworznie,https://swoz.tauron.pl/platform/demand/notice/public/13045363/details,tauron
"Usługa – Obsługa i bieżąca konserwacja dwóch przepompowni wód w Gromcu, wraz z remontem kosza ssawnego DN300 PN10 przepompowni dla Południowego Koncernu Węglowego S.A. - ZG Janina",https://swoz.tauron.pl/platform/demand/notice/public/13045622/details,tauron
Usługa przewozu ratowników górniczych na ćwiczenia ratownicze i dyżury w OSRG Jaworzno w roku 2025 dla Południowego Koncernu Węglowego S.A. – ZG Janina,https://swoz.tauron.pl/platform/demand/notice/public/13045631/details,tauron
Usługa przewozu ratowników górniczych na ćwiczenia ratownicze i dyżury w OSRG Jaworzno w roku 2025 dla Południowego Koncernu Węglowego S.A. – ZG Brzeszcze,https://swoz.tauron.pl/platform/demand/notice/public/13045628/details,tauron
",,Przyłączenie do sieci dystrybucyjnej: Budowa przyłącza kablowego nN wraz ze złączem nN na obszarze Kraków Podgórze Wschód-Zachód: Kraków ul. Obozowa, dz. nr 101/54-55, 102/7-10.– SS37/24‘’ tryb: ZAPROJEKTUJ-WYBUDUJ",https://swoz.tauron.pl/platform/demand/notice/public/13045261/details,tauron
